job_title,employee_residence,experience_level,employment_type,salary_in_usd
Data Scientist,US,MI,FT,172000
Data Scientist,US,MI,FT,75600
Data Scientist,US,SE,FT,263600
Data Scientist,US,SE,FT,119800
Data Scientist,US,SE,FT,220000
Data Scientist,US,SE,FT,96600
Data Engineer,US,SE,FT,220900
Data Engineer,US,SE,FT,122200
Data Engineer,US,MI,FT,137000
Data Engineer,US,MI,FT,60400
Data Engineer,US,MI,FT,137000
Data Engineer,US,MI,FT,60400
Data Engineer,US,MI,FT,135000
Data Engineer,US,MI,FT,85000
Analytics Engineer,US,SE,FT,155000
Analytics Engineer,US,SE,FT,125000
Analytics Engineer,US,MI,FT,155934
Analytics Engineer,US,MI,FT,115256
Machine Learning Engineer,US,EX,FT,408500
Machine Learning Engineer,US,EX,FT,233500
Machine Learning Engineer,US,MI,FT,220000
Machine Learning Engineer,US,MI,FT,160000
Data Analyst,US,MI,FT,110000
Data Analyst,US,MI,FT,90000
Data Analyst,US,SE,FT,140000
Data Analyst,US,SE,FT,111500
Data Analyst,US,EN,FT,125000
Data Analyst,US,EN,FT,83000
Applied Scientist,US,SE,FT,291900
Applied Scientist,US,SE,FT,139300
Data Engineer,US,MI,FT,230000
Data Engineer,US,MI,FT,160000
Data Engineer,US,SE,FT,178200
Data Engineer,US,SE,FT,74800
Data Engineer,US,SE,FT,223500
Data Engineer,US,SE,FT,94200
Data Engineer,US,SE,FT,236250
Data Engineer,US,SE,FT,141750
Data Engineer,US,MI,FT,239000
Data Engineer,US,MI,FT,159000
Data Engineer,US,SE,FT,210000
Data Engineer,US,SE,FT,194000
Data Engineer,US,MI,FT,165000
Data Engineer,US,MI,FT,115000
Data Engineer,US,MI,FT,165000
Data Engineer,US,MI,FT,115000
Data Scientist,US,SE,FT,210000
Data Scientist,US,SE,FT,175000
Data Scientist,US,SE,FT,268000
Data Scientist,US,SE,FT,205000
Data Scientist,US,MI,FT,180000
Data Scientist,US,MI,FT,149000
Data Scientist,US,SE,FT,130100
Data Scientist,US,SE,FT,130100
Data Scientist,US,SE,FT,158000
Data Scientist,US,SE,FT,92500
Research Engineer,US,MI,FT,137000
Research Engineer,US,MI,FT,117000
Research Engineer,US,SE,FT,284900
Research Engineer,US,SE,FT,161700
Applied Scientist,US,MI,FT,208800
Applied Scientist,US,MI,FT,98300
Machine Learning Engineer,US,SE,FT,284900
Machine Learning Engineer,US,SE,FT,161700
Machine Learning Scientist,US,MI,FT,256500
Machine Learning Scientist,US,MI,FT,138900
Machine Learning Engineer,US,SE,FT,364100
Machine Learning Engineer,US,SE,FT,199800
Data Engineer,US,MI,FT,325270
Data Engineer,US,MI,FT,304043
Data Engineer,US,MI,FT,196900
Data Engineer,US,MI,FT,186642
Data Engineer,US,SE,FT,235400
Data Engineer,US,SE,FT,209720
Data Engineer,US,SE,FT,235400
Data Engineer,US,SE,FT,199234
Data Engineer,US,SE,FT,130000
Data Engineer,US,SE,FT,90000
Data Engineer,US,SE,FT,294000
Data Engineer,US,SE,FT,137600
Data Engineer,US,SE,FT,152880
Data Engineer,US,SE,FT,122300
Data Engineer,US,SE,FT,140000
Data Engineer,US,SE,FT,140000
Data Engineer,US,SE,FT,160000
Data Engineer,US,SE,FT,110000
Research Scientist,US,SE,FT,200200
Research Scientist,US,SE,FT,189897
Research Scientist,US,MI,FT,240240
Research Scientist,US,MI,FT,214032
Research Scientist,US,SE,FT,290180
Research Scientist,US,SE,FT,245588
Research Scientist,US,MI,FT,240240
Research Scientist,US,MI,FT,203350
Research Scientist,US,MI,FT,179000
Research Scientist,US,MI,FT,112000
Data Analyst,US,EN,FT,101520
Data Analyst,US,EN,FT,45864
Data Analyst,US,EN,FT,112000
Data Analyst,US,EN,FT,60200
Business Intelligence,US,SE,FT,175000
Business Intelligence,US,SE,FT,80000
Data Scientist,US,SE,FT,279400
Data Scientist,US,SE,FT,250553
Data Scientist,US,MI,FT,154660
Data Scientist,US,MI,FT,134869
Data Scientist,US,SE,FT,235400
Data Scientist,US,SE,FT,202588
Data Scientist,US,MI,FT,158000
Data Scientist,US,MI,FT,108000
Data Scientist,US,MI,FT,155000
Data Scientist,US,MI,FT,155000
Data Scientist,US,SE,FT,277000
Data Scientist,US,SE,FT,173000
Data Engineer,CA,SE,FT,171210
Data Engineer,CA,SE,FT,92190
Data Engineer,US,SE,FT,225000
Data Engineer,US,SE,FT,110000
Data Engineer,US,MI,FT,172000
Data Engineer,US,MI,FT,75600
Data Scientist,US,SE,FT,286000
Data Scientist,US,SE,FT,143000
AI Engineer,US,SE,FT,220000
AI Engineer,US,SE,FT,96600
Data Scientist,US,SE,FT,220000
Data Scientist,US,SE,FT,96600
Data Scientist,US,SE,FT,220000
Data Scientist,US,SE,FT,110000
Data Scientist,US,SE,FT,286000
Data Scientist,US,SE,FT,143000
Data Scientist,US,SE,FT,180000
Data Scientist,US,SE,FT,90000
Machine Learning Engineer,US,SE,FT,220000
Machine Learning Engineer,US,SE,FT,96600
Data Manager,US,MI,FT,160000
Data Manager,US,MI,FT,96000
Data Analyst,US,SE,FT,155000
Data Analyst,US,SE,FT,80000
Data Analyst,US,SE,FT,128300
Data Analyst,US,SE,FT,85500
Data Analyst,US,MI,FT,131300
Data Analyst,US,MI,FT,93400
Business Intelligence Analyst,US,EN,FT,99000
Business Intelligence Analyst,US,EN,FT,72000
Business Intelligence,US,EX,FT,236800
Business Intelligence,US,EX,FT,142100
Data Engineer,US,SE,FT,220900
Data Engineer,US,SE,FT,122200
Data Scientist,US,SE,FT,265200
Data Scientist,US,SE,FT,176800
Data Scientist,US,SE,FT,172500
Data Scientist,US,SE,FT,127500
Data Scientist,US,SE,FT,323400
Data Scientist,US,SE,FT,192900
Machine Learning Engineer,US,MI,FT,171000
Machine Learning Engineer,US,MI,FT,97000
Research Scientist,US,SE,FT,345000
Research Scientist,US,SE,FT,180000
Data Analyst,CA,SE,FT,151200
Data Analyst,CA,SE,FT,81600
Data Specialist,US,SE,FT,168100
Data Specialist,US,SE,FT,105300
Business Intelligence Engineer,US,MI,FT,160000
Business Intelligence Engineer,US,MI,FT,94600
Data Analyst,US,MI,FT,125000
Data Analyst,US,MI,FT,110000
Data Analyst,US,EN,FT,140000
Data Analyst,US,EN,FT,120000
AI Engineer,US,MI,FT,164169
AI Engineer,US,MI,FT,95414
Machine Learning Engineer,US,SE,FT,240000
Machine Learning Engineer,US,SE,FT,200000
Machine Learning Engineer,US,SE,FT,223000
Machine Learning Engineer,US,SE,FT,185000
Machine Learning Engineer,US,SE,FT,243500
Machine Learning Engineer,US,SE,FT,146100
Machine Learning Engineer,US,MI,FT,210000
Machine Learning Engineer,US,MI,FT,190000
Machine Learning Engineer,US,MI,FT,223600
Machine Learning Engineer,US,MI,FT,129300
Machine Learning Engineer,US,MI,FT,223600
Machine Learning Engineer,US,MI,FT,129300
Data Engineer,US,MI,FT,164000
Data Engineer,US,MI,FT,122000
Data Engineer,US,MI,FT,155000
Data Engineer,US,MI,FT,100000
Data Engineer,US,SE,FT,195000
Data Engineer,US,SE,FT,155000
Data Engineer,US,MI,FT,135000
Data Engineer,US,MI,FT,108000
Data Engineer,US,SE,FT,297000
Data Engineer,US,SE,FT,138000
Data Engineer,US,MI,FT,111500
Data Engineer,US,MI,FT,81500
Data Engineer,US,SE,FT,196900
Data Engineer,US,SE,FT,192036
Data Engineer,US,SE,FT,110000
Data Engineer,US,SE,FT,90000
Data Engineer,GB,SE,FT,53750
Data Engineer,GB,SE,FT,43750
Data Engineer,GB,SE,FT,53750
Data Engineer,GB,SE,FT,43750
Data Scientist,US,SE,FT,170000
Data Scientist,US,SE,FT,145000
Data Scientist,US,SE,FT,199500
Data Scientist,US,SE,FT,86700
Data Scientist,US,SE,FT,250000
Data Scientist,US,SE,FT,172500
Data Scientist,US,SE,FT,164300
Data Scientist,US,SE,FT,104000
Data Scientist,US,MI,FT,212800
Data Scientist,US,MI,FT,125500
Data Scientist,US,MI,FT,124300
Data Scientist,US,MI,FT,79600
Applied Scientist,US,SE,FT,260000
Applied Scientist,US,SE,FT,150400
Research Engineer,CA,MI,FT,215000
Research Engineer,CA,MI,FT,122000
Research Engineer,US,SE,FT,284900
Research Engineer,US,SE,FT,161700
Research Engineer,US,MI,FT,138000
Research Engineer,US,MI,FT,86000
Research Engineer,US,SE,FT,179000
Research Engineer,US,SE,FT,112000
Research Engineer,US,SE,FT,234000
Research Engineer,US,SE,FT,146000
Research Engineer,US,SE,FT,364100
Research Engineer,US,SE,FT,199800
Research Engineer,US,MI,FT,256500
Research Engineer,US,MI,FT,138900
Research Engineer,US,MI,FT,163000
Research Engineer,US,MI,FT,77000
Data Analyst,CA,SE,FT,110760
Data Analyst,CA,SE,FT,34320
Data Analyst,US,EN,FT,83300
Data Analyst,US,EN,FT,47500
Data Analyst,US,SE,FT,140000
Data Analyst,US,SE,FT,120000
Data Engineer,US,SE,FT,135000
Data Engineer,US,SE,FT,125000
Business Intelligence,US,SE,FT,465000
Business Intelligence,US,SE,FT,323000
Machine Learning Engineer,US,SE,FT,256500
Machine Learning Engineer,US,SE,FT,170700
Machine Learning Engineer,US,MI,FT,256500
Machine Learning Engineer,US,MI,FT,170700
Data Engineer,US,MI,FT,196900
Data Engineer,US,MI,FT,169223
Data Engineer,US,SE,FT,200000
Data Engineer,US,SE,FT,147000
Data Engineer,US,SE,FT,136175
Data Engineer,US,SE,FT,85247
Applied Scientist,US,SE,FT,250200
Applied Scientist,US,SE,FT,117200
Data Scientist,US,MI,FT,196900
Data Scientist,US,MI,FT,175420
Data Scientist,US,SE,FT,196900
Data Scientist,US,SE,FT,166698
Data Scientist,US,EN,FT,208800
Data Scientist,US,EN,FT,98300
Data Scientist,US,MI,FT,175275
Data Scientist,US,MI,FT,93374
Data Scientist,US,MI,FT,179000
Data Scientist,US,MI,FT,112000
Data Scientist,US,SE,FT,220000
Data Scientist,US,SE,FT,137500
Data Scientist,US,MI,FT,176000
Data Scientist,US,MI,FT,72700
Research Analyst,US,EN,FT,165000
Research Analyst,US,EN,FT,125000
Research Analyst,US,EN,FT,285000
Research Analyst,US,EN,FT,171200
Research Analyst,US,EN,FT,179000
Research Analyst,US,EN,FT,112000
Business Intelligence,GB,SE,FT,47778
Business Intelligence,GB,SE,FT,42431
Business Intelligence Analyst,GB,EN,FT,54276
Business Intelligence Analyst,GB,EN,FT,47778
Business Intelligence Analyst,US,EN,FT,80000
Business Intelligence Analyst,US,EN,FT,45700
Business Intelligence Engineer,US,SE,FT,108500
Business Intelligence Engineer,US,SE,FT,78800
Data Architect,US,SE,FT,200000
Data Architect,US,SE,FT,175000
Data Architect,US,SE,FT,200000
Data Architect,US,SE,FT,147000
Research Scientist,US,SE,FT,240240
Research Scientist,US,SE,FT,203350
Research Scientist,US,MI,FT,200000
Research Scientist,US,MI,FT,136000
Data Scientist,DE,MI,FT,172000
Data Scientist,DE,MI,FT,75600
Data Scientist,US,SE,FT,234000
Data Scientist,US,SE,FT,117000
Data Scientist,US,SE,FT,180000
Data Scientist,US,SE,FT,90000
Data Scientist,US,SE,FT,286000
Data Scientist,US,SE,FT,143000
Data Scientist,US,MI,FT,137000
Data Scientist,US,MI,FT,60400
Data Scientist,US,MI,FT,220000
Data Scientist,US,MI,FT,96600
Data Scientist,US,MI,FT,172000
Data Scientist,US,MI,FT,75600
Data Architect,US,SE,FT,220000
Data Architect,US,SE,FT,96600
Data Architect,US,SE,FT,119200
Data Architect,US,SE,FT,86600
AI Engineer,US,MI,FT,220000
AI Engineer,US,MI,FT,96600
Machine Learning Engineer,US,MI,FT,220000
Machine Learning Engineer,US,MI,FT,96600
Data Engineer,US,SE,FT,188500
Data Engineer,US,SE,FT,165100
Business Intelligence,US,MI,FT,208350
Business Intelligence,US,MI,FT,147200
Business Intelligence,US,SE,FT,185000
Business Intelligence,US,SE,FT,140000
Data Engineer,US,MI,FT,137000
Data Engineer,US,MI,FT,60300
Data Engineer,US,MI,FT,137000
Data Engineer,US,MI,FT,60400
Data Analyst,US,MI,FT,175100
Data Analyst,US,MI,FT,91400
Data Analyst,US,SE,FT,126500
Data Analyst,US,SE,FT,93500
Data Analyst,US,EN,FT,135392
Data Analyst,US,EN,FT,79643
Data Engineer,US,SE,FT,98168
Data Engineer,US,SE,FT,98168
Research Scientist,US,SE,FT,237600
Research Scientist,US,SE,FT,146900
Data Scientist,US,SE,FT,193300
Data Scientist,US,SE,FT,122800
Machine Learning Engineer,US,SE,FT,284400
Machine Learning Engineer,US,SE,FT,150700
Machine Learning Engineer,US,SE,FT,184000
Machine Learning Engineer,US,SE,FT,115000
Machine Learning Engineer,US,MI,FT,133000
Machine Learning Engineer,US,MI,FT,133000
Data Engineer,US,MI,FT,120000
Data Engineer,US,MI,FT,90000
Data Engineer,US,SE,FT,160000
Data Engineer,US,SE,FT,92000
Research Engineer,CA,MI,FT,215000
Research Engineer,CA,MI,FT,122000
Business Intelligence,US,SE,FT,266400
Business Intelligence,US,SE,FT,120400
Business Intelligence Analyst,US,MI,FT,100000
Business Intelligence Analyst,US,MI,FT,65000
Business Intelligence Engineer,US,MI,FT,185000
Business Intelligence Engineer,US,MI,FT,89600
Business Intelligence Engineer,US,SE,FT,202800
Business Intelligence Engineer,US,SE,FT,117300
Data Manager,US,EX,FT,180000
Data Manager,US,EX,FT,145000
Data Manager,US,EX,FT,180000
Data Manager,US,EX,FT,145000
Research Scientist,US,MI,FT,300000
Research Scientist,US,MI,FT,245000
Analytics Engineer,US,MI,FT,130000
Analytics Engineer,US,MI,FT,110000
Data Analyst,US,SE,FT,189000
Data Analyst,US,SE,FT,160650
Data Analyst,US,MI,FT,164000
Data Analyst,US,MI,FT,101000
Data Analyst,US,EN,FT,140000
Data Analyst,US,EN,FT,114000
Data Analyst,US,EN,FT,72000
Data Analyst,US,EN,FT,62000
Machine Learning Engineer,US,SE,FT,309000
Machine Learning Engineer,US,SE,FT,142000
Machine Learning Engineer,US,SE,FT,250000
Machine Learning Engineer,US,SE,FT,140000
Data Scientist,US,SE,FT,121400
Data Scientist,US,SE,FT,121400
Data Analyst,US,MI,FT,203280
Data Analyst,US,MI,FT,166071
Data Engineer,US,SE,FT,234000
Data Engineer,US,SE,FT,90000
Data Engineer,US,SE,FT,234000
Data Engineer,US,SE,FT,90000
Data Engineer,US,SE,FT,180000
Data Engineer,US,SE,FT,90000
Machine Learning Engineer,CA,SE,FT,171210
Machine Learning Engineer,CA,SE,FT,92190
Data Analyst,US,EN,FT,97200
Data Analyst,US,EN,FT,61560
Data Analyst,US,SE,FT,163000
Data Analyst,US,SE,FT,77000
Data Analyst,US,SE,FT,163000
Data Analyst,US,SE,FT,77000
Applied Scientist,US,SE,FT,199500
Applied Scientist,US,SE,FT,97400
Data Scientist,US,SE,FT,164600
Data Scientist,US,SE,FT,99200
Data Scientist,US,SE,FT,286000
Data Scientist,US,SE,FT,110000
Data Analyst,US,MI,FT,113000
Data Analyst,US,MI,FT,53000
Data Engineer,US,SE,FT,146000
Data Engineer,US,SE,FT,78900
Data Engineer,US,SE,FT,258750
Data Engineer,US,SE,FT,164000
Machine Learning Engineer,US,SE,FT,276000
Machine Learning Engineer,US,SE,FT,148000
Data Scientist,US,SE,FT,269750
Data Scientist,US,SE,FT,145250
Data Scientist,US,SE,FT,170800
Data Scientist,US,SE,FT,92300
Data Scientist,US,SE,FT,202600
Data Scientist,US,SE,FT,93800
Machine Learning Engineer,US,SE,FT,320000
Machine Learning Engineer,US,SE,FT,217600
Machine Learning Engineer,US,SE,FT,320000
Machine Learning Engineer,US,SE,FT,217600
Data Engineer,US,SE,FT,200000
Data Engineer,US,SE,FT,147000
Data Engineer,US,MI,FT,185000
Data Engineer,US,MI,FT,140000
Data Engineer,US,MI,FT,152375
Data Engineer,US,MI,FT,94000
Data Engineer,US,SE,FT,110400
Data Engineer,US,SE,FT,68000
Data Engineer,US,MI,FT,110000
Data Engineer,US,MI,FT,90000
Research Scientist,US,MI,FT,161500
Research Scientist,US,MI,FT,161500
Machine Learning Scientist,US,SE,FT,130100
Machine Learning Scientist,US,SE,FT,130100
Research Scientist,US,MI,FT,242200
Research Scientist,US,MI,FT,129400
Business Intelligence Analyst,US,EN,FT,145793
Business Intelligence Analyst,US,EN,FT,126776
Business Intelligence Engineer,US,EN,FT,165600
Business Intelligence Engineer,US,EN,FT,74100
Data Architect,US,SE,FT,164000
Data Architect,US,SE,FT,117000
Machine Learning Engineer,US,MI,FT,184900
Machine Learning Engineer,US,MI,FT,153000
Machine Learning Engineer,DE,SE,FT,260000
Machine Learning Engineer,DE,SE,FT,216000
Machine Learning Engineer,US,SE,FT,223500
Machine Learning Engineer,US,SE,FT,94200
Machine Learning Engineer,US,SE,FT,184000
Machine Learning Engineer,US,SE,FT,115000
Machine Learning Engineer,US,MI,CT,140000
Machine Learning Engineer,US,MI,CT,100000
Machine Learning Engineer,US,SE,FT,225000
Machine Learning Engineer,US,SE,FT,180000
Machine Learning Engineer,US,SE,FT,357900
Machine Learning Engineer,US,SE,FT,189400
Machine Learning Engineer,CA,EX,FT,200000
Machine Learning Engineer,CA,EX,FT,160000
Analytics Engineer,US,SE,FT,135000
Analytics Engineer,US,SE,FT,100000
Analytics Engineer,US,MI,FT,170500
Analytics Engineer,US,MI,FT,139500
Analytics Engineer,US,SE,FT,275000
Analytics Engineer,US,SE,FT,200000
Data Scientist,US,SE,FT,359170
Data Scientist,US,SE,FT,295490
Data Scientist,US,SE,FT,181500
Data Scientist,US,SE,FT,119213
Data Scientist,US,SE,FT,182000
Data Scientist,US,SE,FT,126200
Data Scientist,US,SE,FT,232300
Data Scientist,US,SE,FT,136700
Data Scientist,US,MI,FT,106700
Data Scientist,US,MI,FT,106700
Data Scientist,US,SE,FT,152375
Data Scientist,US,SE,FT,94000
Data Scientist,US,MI,FT,196900
Data Scientist,US,MI,FT,166698
Data Scientist,US,MI,FT,174000
Data Scientist,US,MI,FT,116000
Data Analyst,GB,EN,FT,59623
Data Analyst,GB,EN,FT,44381
Data Analyst,US,SE,FT,130000
Data Analyst,US,SE,FT,97500
Data Analyst,US,SE,FT,130000
Data Analyst,US,SE,FT,97500
Data Analyst,US,SE,FT,130000
Data Analyst,US,SE,FT,97500
Data Analyst,US,SE,FT,150000
Data Analyst,US,SE,FT,125000
Data Analyst,US,EN,FT,96250
Data Analyst,US,EN,FT,77000
Data Analyst,US,EN,FT,96250
Data Analyst,US,EN,FT,77000
Data Analyst,US,EN,FT,28800
Data Analyst,US,EN,FT,21600
Data Analyst,US,SE,CT,130000
Data Analyst,US,SE,CT,100000
Research Engineer,US,SE,FT,157959
Research Engineer,US,SE,FT,90263
Business Intelligence Analyst,US,EN,FT,111400
Business Intelligence Analyst,US,EN,FT,62800
Analytics Engineer,US,SE,FT,135000
Analytics Engineer,US,SE,FT,100000
Research Analyst,US,EN,FT,179000
Research Analyst,US,EN,FT,112000
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Research Scientist,US,SE,FT,294000
Research Scientist,US,SE,FT,137600
Research Engineer,US,SE,FT,252000
Research Engineer,US,SE,FT,143000
Data Scientist,US,MI,FT,109000
Data Scientist,US,MI,FT,93000
Data Engineer,US,MI,FT,91548
Data Engineer,US,MI,FT,91548
Data Scientist,US,SE,FT,235400
Data Scientist,US,SE,FT,209720
Data Scientist,US,SE,FT,235400
Data Scientist,US,SE,FT,178262
Data Scientist,US,SE,FT,282200
Data Scientist,US,SE,FT,133600
Data Scientist,US,SE,FT,234000
Data Scientist,US,SE,FT,146000
Data Scientist,US,MI,FT,135000
Data Scientist,US,MI,FT,108000
Data Scientist,CA,SE,FT,105784
Data Scientist,CA,SE,FT,80290
Data Scientist,US,SE,FT,185100
Data Scientist,US,SE,FT,111100
Data Architect,US,SE,FT,190000
Data Architect,US,SE,FT,105301
Data Engineer,US,SE,FT,242000
Data Engineer,US,SE,FT,173000
Data Engineer,US,SE,FT,279400
Data Engineer,US,SE,FT,236474
Data Engineer,US,SE,FT,122000
Data Engineer,US,SE,FT,94500
Data Engineer,US,MI,FT,125000
Data Engineer,US,MI,FT,97000
Data Engineer,CA,SE,FT,157520
Data Engineer,CA,SE,FT,105700
Machine Learning Engineer,US,MI,FT,240240
Machine Learning Engineer,US,MI,FT,235724
Machine Learning Engineer,US,SE,FT,300200
Machine Learning Engineer,US,SE,FT,199800
Machine Learning Engineer,US,SE,FT,115000
Machine Learning Engineer,US,SE,FT,90000
Analytics Engineer,US,SE,FT,150000
Analytics Engineer,US,SE,FT,100000
Data Analyst,US,EN,FT,74000
Data Analyst,US,EN,FT,67000
Data Analyst,US,EN,FT,90000
Data Analyst,US,EN,FT,80000
Data Analyst,US,MI,FT,100000
Data Analyst,US,MI,FT,85000
Applied Scientist,US,MI,FT,208800
Applied Scientist,US,MI,FT,98300
Business Intelligence Analyst,US,SE,FT,135000
Business Intelligence Analyst,US,SE,FT,125000
Data Engineer,US,SE,FT,190000
Data Engineer,US,SE,FT,95000
Research Analyst,US,EN,FT,80000
Research Analyst,US,EN,FT,60000
Research Analyst,US,SE,FT,180000
Research Analyst,US,SE,FT,140000
Machine Learning Engineer,US,SE,FT,267900
Machine Learning Engineer,US,SE,FT,234700
Data Analyst,US,EN,FT,57800
Data Analyst,US,EN,FT,57800
Data Engineer,US,SE,FT,120633
Data Engineer,US,SE,FT,120633
Data Engineer,US,MI,FT,134000
Data Engineer,US,MI,FT,117400
Data Engineer,US,SE,FT,200200
Data Engineer,US,SE,FT,149300
Data Engineer,US,MI,FT,143750
Data Engineer,US,MI,FT,106250
Data Engineer,US,SE,FT,119969
Data Engineer,US,SE,FT,73029
Data Engineer,US,MI,FT,176100
Data Engineer,US,MI,FT,110200
Data Engineer,US,SE,FT,149200
Data Engineer,US,SE,FT,93400
Data Engineer,US,SE,FT,264800
Data Engineer,US,SE,FT,172900
Data Scientist,US,SE,FT,163200
Data Scientist,US,SE,FT,99000
Machine Learning Engineer,US,SE,FT,169230
Machine Learning Engineer,US,SE,FT,123076
Data Engineer,US,SE,FT,188800
Data Engineer,US,SE,FT,105700
Data Architect,US,SE,FT,133100
Data Architect,US,SE,FT,60341
Data Analyst,US,SE,FT,172000
Data Analyst,US,SE,FT,75600
Data Analyst,US,EN,FT,172000
Data Analyst,US,EN,FT,75600
Machine Learning Engineer,US,MI,FT,123000
Machine Learning Engineer,US,MI,FT,54000
Data Scientist,US,MI,FT,172000
Data Scientist,US,MI,FT,75600
Data Scientist,DE,MI,FT,220000
Data Scientist,DE,MI,FT,96600
Data Manager,GB,MI,FT,38525
Data Manager,GB,MI,FT,32332
Data Manager,GB,MI,FT,65145
Data Manager,GB,MI,FT,61353
Data Scientist,US,MI,FT,187000
Data Scientist,US,MI,FT,127000
Data Scientist,US,SE,FT,305000
Data Scientist,US,SE,FT,214000
Data Scientist,US,SE,FT,231400
Data Scientist,US,SE,FT,186846
Data Architect,US,SE,FT,304000
Data Architect,US,SE,FT,190000
Business Intelligence,US,EN,FT,90000
Business Intelligence,US,EN,FT,77000
Business Intelligence Analyst,US,EN,FT,104000
Business Intelligence Analyst,US,EN,FT,69000
Business Intelligence,US,EN,FT,70000
Business Intelligence,US,EN,FT,60000
Data Engineer,US,SE,FT,279400
Data Engineer,US,SE,FT,225859
Data Engineer,US,SE,FT,151300
Data Engineer,US,SE,FT,96700
Data Engineer,US,SE,FT,335000
Data Engineer,US,SE,FT,156000
AI Engineer,US,EX,FT,202500
AI Engineer,US,EX,FT,120000
AI Engineer,US,SE,FT,215424
